image_number,time_stamp
1361,1519279402.569881
1362,1519279402.735836
1363,1519279402.904083
1364,1519279403.069922
1365,1519279403.235842
1366,1519279403.401786
1367,1519279403.569676
1368,1519279403.735841
1369,1519279403.901847
1370,1519279404.068471
1371,1519279404.235768
1372,1519279404.401866
1373,1519279404.569107
1374,1519279404.733872
1375,1519279404.900127
1376,1519279405.067757
1377,1519279405.234444
1378,1519279405.39986
1379,1519279405.565834
1380,1519279405.734386
1381,1519279405.899583
1382,1519279406.065915
1383,1519279406.232705
1384,1519279406.400516
1385,1519279406.565782
1386,1519279406.732057
1387,1519279406.897797
1388,1519279407.064337
1389,1519279407.231678
1390,1519279407.397778
1391,1519279407.563728
1392,1519279407.729839
1393,1519279407.897701
1394,1519279408.063681
1395,1519279408.229746
1396,1519279408.395722
1397,1519279408.562491
1398,1519279408.729757
1399,1519279408.895664
1400,1519279409.061717
1401,1519279409.227742
1402,1519279409.396463
1403,1519279409.56157
1404,1519279409.727698
1405,1519279409.894566
1406,1519279410.063425
1407,1519279410.227798
1408,1519279410.39413
1409,1519279410.562063
1410,1519279410.725698
1411,1519279410.893598
1412,1519279411.061491
1413,1519279411.225615
1414,1519279411.391708
1415,1519279411.559663
1416,1519279411.725725
1417,1519279411.891644
1418,1519279412.057966
1419,1519279412.225646
1420,1519279412.391781
1421,1519279412.557651
1422,1519279412.723714
1423,1519279412.88973
1424,1519279413.05775
1425,1519279413.223592
1426,1519279413.390307
1427,1519279413.556331
1428,1519279413.723749
1429,1519279413.889714
1430,1519279414.055837
1431,1519279414.2217
1432,1519279414.390217
1433,1519279414.555777
1434,1519279414.727926
1435,1519279414.888518
1436,1519279415.054146
1437,1519279415.221766
1438,1519279415.387711
1439,1519279415.553681
1440,1519279415.719676
1441,1519279415.887638
1442,1519279416.053588
1443,1519279416.219707
1444,1519279416.385666
1445,1519279416.553712
1446,1519279416.719669
1447,1519279416.885853
1448,1519279417.052316
1449,1519279417.217918
1450,1519279417.385849
1451,1519279417.551743
1452,1519279417.717622
1453,1519279417.883774
1454,1519279418.05175
1455,1519279418.217926
1456,1519279418.383706
1457,1519279418.550059
1458,1519279418.71783
1459,1519279418.883893
1460,1519279419.049601
1461,1519279419.217864
1462,1519279419.382606
1463,1519279419.549994
1464,1519279419.715784
1465,1519279419.881771
1466,1519279420.047723
1467,1519279420.215833
1468,1519279420.38162
1469,1519279420.54786
1470,1519279420.713829
1471,1519279420.881697
1472,1519279421.047689
1473,1519279421.214315
1474,1519279421.379602
1475,1519279421.546059
1476,1519279421.713802
1477,1519279421.879773
1478,1519279422.045845
1479,1519279422.211753
1480,1519279422.379613
1481,1519279422.545665
1482,1519279422.711558
1483,1519279422.877758
1484,1519279423.043729
1485,1519279423.21591
1486,1519279423.377646
1487,1519279423.546726
1488,1519279423.709866
1489,1519279423.877773
1490,1519279424.043958
1491,1519279424.209882
1492,1519279424.375756
1493,1519279424.544146
1494,1519279424.7097
1495,1519279424.875814
1496,1519279425.041768
1497,1519279425.207894
1498,1519279425.376315
1499,1519279425.542089
1500,1519279425.708076
1501,1519279425.874041
1502,1519279426.041724
1503,1519279426.207826
1504,1519279426.37424
1505,1519279426.53985
1506,1519279426.707559
1507,1519279426.874306
1508,1519279427.039483
1509,1519279427.205707
1510,1519279427.371516
1511,1519279427.539599
1512,1519279427.706726
1513,1519279427.872242
1514,1519279428.037528
1515,1519279428.205713
1516,1519279428.371549
1517,1519279428.537711
1518,1519279428.703744
1519,1519279428.871603
1520,1519279429.037557
1521,1519279429.203656
1522,1519279429.36962
1523,1519279429.536164
1524,1519279429.703957
1525,1519279429.869762
1526,1519279430.035719
1527,1519279430.201639
1528,1519279430.369513
1529,1519279430.535879
1530,1519279430.701573
1531,1519279430.8677
1532,1519279431.035631
1533,1519279431.20168
1534,1519279431.367465
1535,1519279431.533881
1536,1519279431.699758
1537,1519279431.86837
1538,1519279432.033635
1539,1519279432.199866
1540,1519279432.365839
1541,1519279432.533633
1542,1519279432.699725
1543,1519279432.865667
1544,1519279433.0316
1545,1519279433.199689
1546,1519279433.365758
1547,1519279433.531565
1548,1519279433.697695
1549,1519279433.864046
1550,1519279434.031688
1551,1519279434.197803
1552,1519279434.363497
1553,1519279434.529653
1554,1519279434.697715
1555,1519279434.863892
1556,1519279435.029512
1557,1519279435.195806
1558,1519279435.361629
1559,1519279435.529951
1560,1519279435.695508
1561,1519279435.861799
1562,1519279436.027566
1563,1519279436.196486
1564,1519279436.361678
1565,1519279436.527631
1566,1519279436.693554
1567,1519279436.861573
1568,1519279437.027637
1569,1519279437.193924
1570,1519279437.359596
1571,1519279437.525842
1572,1519279437.694021
1573,1519279437.859765
1574,1519279438.025616
1575,1519279438.191669
1576,1519279438.360145
1577,1519279438.525691
1578,1519279438.691702
1579,1519279438.857603
1580,1519279439.025619
1581,1519279439.191606
1582,1519279439.357541
1583,1519279439.523899
1584,1519279439.689633
1585,1519279439.857861
1586,1519279440.023481
1587,1519279440.189719
1588,1519279440.355672
1589,1519279440.523622
1590,1519279440.690456
1591,1519279440.855635
1592,1519279441.021593
1593,1519279441.189762
1594,1519279441.355746
1595,1519279441.522339
1596,1519279441.687533
1597,1519279441.853629
1598,1519279442.021518
1599,1519279442.187672
1600,1519279442.353523
1601,1519279442.519721
1602,1519279442.687574
1603,1519279442.853718
1604,1519279443.019747
1605,1519279443.185574
1606,1519279443.353562
1607,1519279443.51972
1608,1519279443.685762
1609,1519279443.851764
1610,1519279444.017641
1611,1519279444.185679
1612,1519279444.351565
1613,1519279444.517972
1614,1519279444.683474
1615,1519279444.851673
1616,1519279445.017841
1617,1519279445.183875
1618,1519279445.349863
1619,1519279445.517872
1620,1519279445.683643
1621,1519279445.850011
1622,1519279446.015917
1623,1519279446.181761
1624,1519279446.349681
1625,1519279446.515837
1626,1519279446.681619
1627,1519279446.84803
1628,1519279447.0163
1629,1519279447.181743
1630,1519279447.347831
1631,1519279447.516302
1632,1519279447.68171
1633,1519279447.847928
1634,1519279448.013587
1635,1519279448.179653
1636,1519279448.345716
1637,1519279448.513961
1638,1519279448.679574
1639,1519279448.845606
1640,1519279449.011581
1641,1519279449.179739
1642,1519279449.345908
1643,1519279449.512311
1644,1519279449.677754
1645,1519279449.843807
1646,1519279450.011644
1647,1519279450.178107
1648,1519279450.34385
1649,1519279450.5097
1650,1519279450.677588
1651,1519279450.843834
1652,1519279451.009617
1653,1519279451.175779
1654,1519279451.343877
1655,1519279451.509782
1656,1519279451.676042
1657,1519279451.841916
1658,1519279452.007709
1659,1519279452.175824
1660,1519279452.341821
1661,1519279452.507741
1662,1519279452.673609
1663,1519279452.841827
1664,1519279453.007544
1665,1519279453.173714
1666,1519279453.339651
1667,1519279453.507708
1668,1519279453.675301
1669,1519279453.839964
1670,1519279454.006142
1671,1519279454.171578
1672,1519279454.339883
1673,1519279454.506124
1674,1519279454.671797
1675,1519279454.837703
1676,1519279455.005828
1677,1519279455.1718
1678,1519279455.3377
1679,1519279455.503857
1680,1519279455.671894
1681,1519279455.837777
1682,1519279456.003841
1683,1519279456.169681
1684,1519279456.335577
1685,1519279456.503776
1686,1519279456.669806
1687,1519279456.835891
1688,1519279457.001582
1689,1519279457.16988
1690,1519279457.335604
1691,1519279457.501743
1692,1519279457.667713
1693,1519279457.835694
1694,1519279458.001757
1695,1519279458.167667
1696,1519279458.334409
1697,1519279458.499744
1698,1519279458.667594
1699,1519279458.833765
1700,1519279458.999541
1701,1519279459.165685
1702,1519279459.333671
1703,1519279459.499758
1704,1519279459.665542
1705,1519279459.831876
1706,1519279459.999693
1707,1519279460.165759
1708,1519279460.331655
1709,1519279460.498193
1710,1519279460.663487
1711,1519279460.831818
1712,1519279460.998052
1713,1519279461.163988
1714,1519279461.32971
1715,1519279461.497912
1716,1519279461.663778
1717,1519279461.829841
1718,1519279461.995762
1719,1519279462.162675
1720,1519279462.329633
1721,1519279462.49586
1722,1519279462.662189
1723,1519279462.827823
1724,1519279462.995775
1725,1519279463.161739
1726,1519279463.327673
1727,1519279463.493645
1728,1519279463.661772
1729,1519279463.827703
1730,1519279463.993662
1731,1519279464.159945
1732,1519279464.326004
1733,1519279464.493725
1734,1519279464.660078
1735,1519279464.82572
1736,1519279464.991589
1737,1519279465.159653
1738,1519279465.32572
1739,1519279465.491723
1740,1519279465.657832
1741,1519279465.825797
1742,1519279465.991984
1743,1519279466.157783
1744,1519279466.323807
1745,1519279466.48967
1746,1519279466.657594
1747,1519279466.825987
1748,1519279466.989922
1749,1519279467.155988
1750,1519279467.323613
1751,1519279467.489918
1752,1519279467.655636
1753,1519279467.821777
1754,1519279467.989798
1755,1519279468.155779
1756,1519279468.321718
1757,1519279468.488052
1758,1519279468.65395
1759,1519279468.821738
1760,1519279468.988513
1761,1519279469.153885
1762,1519279469.319738
1763,1519279469.487798
1764,1519279469.653792
1765,1519279469.819711
1766,1519279469.985634
1767,1519279470.153709
1768,1519279470.319845
1769,1519279470.485783
1770,1519279470.651974
1771,1519279470.818331
1772,1519279470.985673
1773,1519279471.151853
1774,1519279471.317792
1775,1519279471.483885
1776,1519279471.651734
1777,1519279471.817841
1778,1519279471.983791
1779,1519279472.149858
1780,1519279472.317683
1781,1519279472.484071
1782,1519279472.649643
1783,1519279472.815875
1784,1519279472.981796
1785,1519279473.149763
1786,1519279473.315896
1787,1519279473.481913
1788,1519279473.648484
1789,1519279473.815771
1790,1519279473.981693
1791,1519279474.148838
1792,1519279474.313649
1793,1519279474.481749
1794,1519279474.647579
1795,1519279474.813791
1796,1519279474.979767
1797,1519279475.145953
1798,1519279475.313687
1799,1519279475.481662
1800,1519279475.645809
1801,1519279475.811777
1802,1519279475.979539
1803,1519279476.145883
1804,1519279476.311797
1805,1519279476.477861
1806,1519279476.643902
1807,1519279476.812129
1808,1519279476.977708
1809,1519279477.14384
1810,1519279477.309959
1811,1519279477.477776
1812,1519279477.643652
1813,1519279477.809924
1814,1519279477.97572
1815,1519279478.143678
1816,1519279478.309777
1817,1519279478.47609
1818,1519279478.641666
1819,1519279478.807836
1820,1519279478.976
1821,1519279479.141708
1822,1519279479.307762
1823,1519279479.473825
1824,1519279479.642842
1825,1519279479.807757
1826,1519279479.973643
1827,1519279480.139731
1828,1519279480.307652
1829,1519279480.4736
1830,1519279480.639832
1831,1519279480.805701
1832,1519279480.971685
1833,1519279481.139782
1834,1519279481.305786
1835,1519279481.471675
1836,1519279481.637712
1837,1519279481.805626
1838,1519279481.971734
1839,1519279482.137671
1840,1519279482.303846
1841,1519279482.471503
1842,1519279482.637712
1843,1519279482.804141
1844,1519279482.969782
1845,1519279483.135809
1846,1519279483.30408
1847,1519279483.46971
1848,1519279483.635762
1849,1519279483.802503
1850,1519279483.969962
1851,1519279484.135509
1852,1519279484.301832
1853,1519279484.467841
1854,1519279484.635697
1855,1519279484.801603
1856,1519279484.968092
1857,1519279485.133663
1858,1519279485.299754
1859,1519279485.468062
1860,1519279485.633689
1861,1519279485.799607
1862,1519279485.965894
1863,1519279486.133539
1864,1519279486.299667
1865,1519279486.465688
1866,1519279486.631824
1867,1519279486.79953
1868,1519279486.965754
1869,1519279487.132125
1870,1519279487.297772
1871,1519279487.46383
1872,1519279487.631704
1873,1519279487.797686
1874,1519279487.963727
1875,1519279488.131597
1876,1519279488.297781
1877,1519279488.463488
1878,1519279488.629745
1879,1519279488.795766
1880,1519279488.9637
1881,1519279489.129677
1882,1519279489.296006
1883,1519279489.461817
1884,1519279489.627777
1885,1519279489.795631
1886,1519279489.961825
1887,1519279490.127816
1888,1519279490.293878
1889,1519279490.46153
1890,1519279490.627675
1891,1519279490.793745
1892,1519279490.960183
1893,1519279491.125811
1894,1519279491.293748
1895,1519279491.459907
1896,1519279491.62567
1897,1519279491.791672
1898,1519279491.960124
1899,1519279492.12567
1900,1519279492.292142
1901,1519279492.457678
1902,1519279492.62573
1903,1519279492.791521
1904,1519279492.957763
1905,1519279493.124022
1906,1519279493.289768
1907,1519279493.457693
1908,1519279493.623896
1909,1519279493.789497
1910,1519279493.955755
1911,1519279494.123848
1912,1519279494.28963
1913,1519279494.455608
1914,1519279494.621732
1915,1519279494.789593
1916,1519279494.95575
1917,1519279495.121544
1918,1519279495.289273
1919,1519279495.453606
1920,1519279495.621746
1921,1519279495.788706
1922,1519279495.953609
1923,1519279496.119482
1924,1519279496.288888
1925,1519279496.453607
1926,1519279496.620008
1927,1519279496.78715
1928,1519279496.9536
1929,1519279497.119543
1930,1519279497.285772
1931,1519279497.451932
1932,1519279497.617727
1933,1519279497.785929
1934,1519279497.951808
1935,1519279498.117588
1936,1519279498.283595
1937,1519279498.45205
1938,1519279498.617686
1939,1519279498.783708
1940,1519279498.949769
1941,1519279499.117562
1942,1519279499.283649
1943,1519279499.449678
1944,1519279499.615762
1945,1519279499.781619
1946,1519279499.949675
1947,1519279500.115783
1948,1519279500.281697
1949,1519279500.447501
1950,1519279500.615744
1951,1519279500.781582
1952,1519279500.947632
1953,1519279501.113723
1954,1519279501.281648
1955,1519279501.447813
1956,1519279501.61374
1957,1519279501.779953
1958,1519279501.945678
1959,1519279502.113669
1960,1519279502.279985
1961,1519279502.445664
1962,1519279502.611702
1963,1519279502.779696
1964,1519279502.945605
1965,1519279503.111577
1966,1519279503.277743
1967,1519279503.443623
1968,1519279503.611712
1969,1519279503.777574
1970,1519279503.943847
1971,1519279504.109599
1972,1519279504.278436
1973,1519279504.443563
1974,1519279504.609681
1975,1519279504.775617
1976,1519279504.944009
1977,1519279505.109589
1978,1519279505.275777
1979,1519279505.442329
1980,1519279505.60759
1981,1519279505.775768
1982,1519279505.941785
1983,1519279506.107974
1984,1519279506.273812
1985,1519279506.441699
1986,1519279506.608036
1987,1519279506.773589
1988,1519279506.939561
1989,1519279507.107755
1990,1519279507.27375
1991,1519279507.43968
1992,1519279507.605767
1993,1519279507.771958
1994,1519279507.939615
1995,1519279508.105647
1996,1519279508.271816
1997,1519279508.437547
1998,1519279508.605628
1999,1519279508.772181
2000,1519279508.937706
2001,1519279509.103635
2002,1519279509.271823
2003,1519279509.437494
2004,1519279509.60588
2005,1519279509.769642
2006,1519279509.935857
2007,1519279510.103587
2008,1519279510.269807
2009,1519279510.435721
2010,1519279510.601904
2011,1519279510.769517
2012,1519279510.935988
2013,1519279511.101712
2014,1519279511.267766
2015,1519279511.435707
2016,1519279511.601757
2017,1519279511.76783
2018,1519279511.933715
2019,1519279512.099974
2020,1519279512.267639
2021,1519279512.433719
2022,1519279512.600188
2023,1519279512.765535
2024,1519279512.933717
2025,1519279513.099958
2026,1519279513.265633
2027,1519279513.43161
2028,1519279513.599762
2029,1519279513.765535
2030,1519279513.931986
2031,1519279514.097778
2032,1519279514.264034
2033,1519279514.431496
2034,1519279514.59776
2035,1519279514.763495
2036,1519279514.929719
2037,1519279515.097693
2038,1519279515.263558
2039,1519279515.429647
2040,1519279515.595639
2041,1519279515.76357
2042,1519279515.92976
2043,1519279516.095571
2044,1519279516.261686
2045,1519279516.427967
2046,1519279516.595831
2047,1519279516.761643
2048,1519279516.928139
2049,1519279517.093681
2050,1519279517.261709
2051,1519279517.427689
2052,1519279517.593716
2053,1519279517.759501
2054,1519279517.925866
2055,1519279518.09353
2056,1519279518.261798
2057,1519279518.425708
2058,1519279518.59198
2059,1519279518.759585
2060,1519279518.925718
2061,1519279519.092143
2062,1519279519.257641
2063,1519279519.425776
2064,1519279519.591579
2065,1519279519.757654
2066,1519279519.923609
2067,1519279520.089767
2068,1519279520.257528
2069,1519279520.423713
2070,1519279520.589734
2071,1519279520.755698
2072,1519279520.923497
2073,1519279521.089739
2074,1519279521.255815
2075,1519279521.421692
2076,1519279521.589593
2077,1519279521.75581
2078,1519279521.921496
2079,1519279522.087727
2080,1519279522.253545
2081,1519279522.421591
2082,1519279522.587745
2083,1519279522.753836
2084,1519279522.92081
2085,1519279523.087833
2086,1519279523.253699
2087,1519279523.419963
2088,1519279523.585609
2089,1519279523.753748
2090,1519279523.919825
2091,1519279524.085797
2092,1519279524.251486
2093,1519279524.417768
2094,1519279524.585595
2095,1519279524.751605
2096,1519279524.917635
2097,1519279525.083712
2098,1519279525.251544
2099,1519279525.417728
2100,1519279525.584243
2101,1519279525.74962
2102,1519279525.917627
2103,1519279526.083689
2104,1519279526.249589
2105,1519279526.415684
2106,1519279526.58168
2107,1519279526.749659
2108,1519279526.915595
2109,1519279527.081871
2110,1519279527.248237
2111,1519279527.415664
2112,1519279527.581652
2113,1519279527.747836
2114,1519279527.91414
2115,1519279528.081864
2116,1519279528.247791
2117,1519279528.415048
2118,1519279528.579621
2119,1519279528.745838
2120,1519279528.915464
2121,1519279529.079668
2122,1519279529.245723
2123,1519279529.41332
2124,1519279529.579643
2125,1519279529.745875
2126,1519279529.912024
2127,1519279530.077691
2128,1519279530.246082
2129,1519279530.411765
2130,1519279530.577521
2131,1519279530.743669
2132,1519279530.909504
2133,1519279531.077722
2134,1519279531.243557
2135,1519279531.409964
2136,1519279531.576078
2137,1519279531.743724
2138,1519279531.909588
2139,1519279532.0756
2140,1519279532.241637
2141,1519279532.40766
2142,1519279532.575464
2143,1519279532.741719
2144,1519279532.907522
2145,1519279533.073762
2146,1519279533.241511
2147,1519279533.407763
2148,1519279533.573761
2149,1519279533.739822
2150,1519279533.907513
2151,1519279534.073739
2152,1519279534.239648
2153,1519279534.40562
2154,1519279534.571643
2155,1519279534.739947
2156,1519279534.905481
2157,1519279535.071701
2158,1519279535.237622
2159,1519279535.40567
2160,1519279535.571574
2161,1519279535.737752
2162,1519279535.905521
2163,1519279536.071718
2164,1519279536.23752
2165,1519279536.403738
2166,1519279536.569674
2167,1519279536.735807
2168,1519279536.903649
2169,1519279537.069635
2170,1519279537.235664
2171,1519279537.401799
2172,1519279537.56978
2173,1519279537.735622
2174,1519279537.901865
2175,1519279538.067578
2176,1519279538.235549
2177,1519279538.40165
2178,1519279538.567628
2179,1519279538.733606
2180,1519279538.899646
2181,1519279539.067793
2182,1519279539.23361
2183,1519279539.399771
2184,1519279539.565658
2185,1519279539.733899
2186,1519279539.899629
2187,1519279540.066298
2188,1519279540.231595
2189,1519279540.400836
2190,1519279540.56564
2191,1519279540.73186
2192,1519279540.897723
2193,1519279541.063567
2194,1519279541.231744
2195,1519279541.397749
2196,1519279541.563524
2197,1519279541.729701
2198,1519279541.897698
2199,1519279542.063695
2200,1519279542.229682
2201,1519279542.395753
2202,1519279542.56363
2203,1519279542.729752
2204,1519279542.895707
2205,1519279543.0619
2206,1519279543.227667
2207,1519279543.395734
2208,1519279543.561589
2209,1519279543.727602
2210,1519279543.893704
2211,1519279544.061903
2212,1519279544.229642
2213,1519279544.393926
2214,1519279544.559565
2215,1519279544.727619
2216,1519279544.893541
2217,1519279545.059783
2218,1519279545.225612
2219,1519279545.391724
2220,1519279545.559748
2221,1519279545.725625
2222,1519279545.891542
2223,1519279546.057781
2224,1519279546.225638
2225,1519279546.391625
2226,1519279546.557692
2227,1519279546.723864
2228,1519279546.889578
2229,1519279547.057819
2230,1519279547.223721
2231,1519279547.389713
2232,1519279547.555646
2233,1519279547.723804
2234,1519279547.889587
2235,1519279548.055575
2236,1519279548.221742
2237,1519279548.390138
2238,1519279548.555498
2239,1519279548.722754
2240,1519279548.887587
2241,1519279549.053616
2242,1519279549.221709
2243,1519279549.387782
2244,1519279549.553599
2245,1519279549.719862
2246,1519279549.88771
2247,1519279550.053882
2248,1519279550.219666
2249,1519279550.385633
2250,1519279550.553795
2251,1519279550.71962
2252,1519279550.885651
2253,1519279551.051754
2254,1519279551.217691
2255,1519279551.385729
2256,1519279551.5515
2257,1519279551.717701
2258,1519279551.8835
2259,1519279552.051884
2260,1519279552.217543
2261,1519279552.383745
2262,1519279552.54952
2263,1519279552.71804
2264,1519279552.88358
2265,1519279553.049622
2266,1519279553.215626
2267,1519279553.381712
2268,1519279553.549519
2269,1519279553.715729
2270,1519279553.881593
2271,1519279554.047724
2272,1519279554.215844
2273,1519279554.381698
2274,1519279554.547564
2275,1519279554.713738
2276,1519279554.881844
2277,1519279555.047884
2278,1519279555.213794
2279,1519279555.379859
2280,1519279555.54562
2281,1519279555.713719
2282,1519279555.879828
2283,1519279556.045734
2284,1519279556.211608
2285,1519279556.379753
2286,1519279556.545816
2287,1519279556.711776
2288,1519279556.877676
2289,1519279557.045874
2290,1519279557.211643
2291,1519279557.377739
2292,1519279557.543789
2293,1519279557.709638
2294,1519279557.877596
2295,1519279558.043727
2296,1519279558.209592
2297,1519279558.375703
2298,1519279558.543602
2299,1519279558.709856
2300,1519279558.875505
2301,1519279559.041759
2302,1519279559.207928
2303,1519279559.375699
2304,1519279559.541682
2305,1519279559.707891
2306,1519279559.873613
2307,1519279560.041684
2308,1519279560.207739
2309,1519279560.373714
2310,1519279560.539607
2311,1519279560.707842
2312,1519279560.873982
2313,1519279561.039694
2314,1519279561.20565
2315,1519279561.371787
2316,1519279561.539591
2317,1519279561.705635
2318,1519279561.873061
2319,1519279562.037576
2320,1519279562.205644
2321,1519279562.371811
2322,1519279562.537556
2323,1519279562.703687
2324,1519279562.871638
2325,1519279563.037591
2326,1519279563.203595
2327,1519279563.369778
2328,1519279563.535586
2329,1519279563.703694
2330,1519279563.869612
2331,1519279564.035903
2332,1519279564.20152
2333,1519279564.370057
2334,1519279564.535604
2335,1519279564.701754
2336,1519279564.86773
2337,1519279565.035798
2338,1519279565.201856
2339,1519279565.367725
2340,1519279565.533837
2341,1519279565.700048
2342,1519279565.867614
2343,1519279566.033717
2344,1519279566.20215
2345,1519279566.366027
2346,1519279566.533771
2347,1519279566.699947
2348,1519279566.865518
2349,1519279567.031827
2350,1519279567.199868
2351,1519279567.365675
2352,1519279567.531528
2353,1519279567.697892
2354,1519279567.863677
2355,1519279568.031672
2356,1519279568.197794
2357,1519279568.36377
2358,1519279568.529604
2359,1519279568.697821
2360,1519279568.863656
2361,1519279569.029601
2362,1519279569.195543
2363,1519279569.363824
2364,1519279569.529893
2365,1519279569.695732
2366,1519279569.861646
2367,1519279570.027814
2368,1519279570.195622
2369,1519279570.362827
2370,1519279570.5277
2371,1519279570.693777
2372,1519279570.861578
2373,1519279571.027806
2374,1519279571.193709
2375,1519279571.359833
2376,1519279571.52774
2377,1519279571.694064
2378,1519279571.859754
2379,1519279572.025822
2380,1519279572.191575
2381,1519279572.359773
2382,1519279572.525739
2383,1519279572.691954
2384,1519279572.85767
2385,1519279573.025757
2386,1519279573.191698
2387,1519279573.357677
2388,1519279573.523767
2389,1519279573.689745
2390,1519279573.857713
2391,1519279574.023645
2392,1519279574.189668
2393,1519279574.355785
2394,1519279574.523565
2395,1519279574.689678
2396,1519279574.855979
2397,1519279575.021626
2398,1519279575.18982
2399,1519279575.355775
2400,1519279575.521674
2401,1519279575.687644
2402,1519279575.853752
2403,1519279576.022219
2404,1519279576.187648
2405,1519279576.353809
2406,1519279576.519732
2407,1519279576.687737
2408,1519279576.853686
2409,1519279577.019806
2410,1519279577.185559
2411,1519279577.35377
2412,1519279577.519749
2413,1519279577.686013
2414,1519279577.851566
2415,1519279578.017888
2416,1519279578.185712
2417,1519279578.351654
2418,1519279578.517647
2419,1519279578.683796
2420,1519279578.851722
2421,1519279579.017755
2422,1519279579.183703
2423,1519279579.349802
2424,1519279579.517598
2425,1519279579.683792
2426,1519279579.849596
2427,1519279580.015636
2428,1519279580.181654
2429,1519279580.350006
2430,1519279580.515564
2431,1519279580.681734
2432,1519279580.847615
2433,1519279581.015767
2434,1519279581.181598
2435,1519279581.347802
2436,1519279581.513713
2437,1519279581.681754
2438,1519279581.847595
2439,1519279582.014144
2440,1519279582.179779
2441,1519279582.34604
2442,1519279582.51372
2443,1519279582.679629
2444,1519279582.845623
2445,1519279583.011745
2446,1519279583.179686
2447,1519279583.345792
2448,1519279583.513709
2449,1519279583.677692
2450,1519279583.845638
2451,1519279584.011839
2452,1519279584.177553
2453,1519279584.34393
2454,1519279584.50967
2455,1519279584.678141
2456,1519279584.843691
2457,1519279585.009661
2458,1519279585.175698
2459,1519279585.343867
2460,1519279585.50964
2461,1519279585.6758
2462,1519279585.841539
2463,1519279586.007639
2464,1519279586.175716
2465,1519279586.341998
2466,1519279586.507601
2467,1519279586.673826
2468,1519279586.841614
2469,1519279587.007772
2470,1519279587.173656
2471,1519279587.339909
2472,1519279587.507646
2473,1519279587.67387
2474,1519279587.841901
2475,1519279588.005749
2476,1519279588.171651
2477,1519279588.339789
2478,1519279588.506301
2479,1519279588.671744
2480,1519279588.837934
2481,1519279589.005828
2482,1519279589.171622
2483,1519279589.337799
2484,1519279589.503755
2485,1519279589.671854
2486,1519279589.837733
2487,1519279590.003795
2488,1519279590.17017
2489,1519279590.335674
2490,1519279590.503755
2491,1519279590.670012
2492,1519279590.835747
2493,1519279591.001997
2494,1519279591.170062
2495,1519279591.335769
2496,1519279591.501688
2497,1519279591.667851
2498,1519279591.835587
2499,1519279592.001835
2500,1519279592.168237
2501,1519279592.333782
2502,1519279592.500239
2503,1519279592.667819
2504,1519279592.834071
2505,1519279592.999838
2506,1519279593.165682
2507,1519279593.334304
2508,1519279593.499674
2509,1519279593.665769
2510,1519279593.831723
2511,1519279593.999814
2512,1519279594.165541
2513,1519279594.331962
2514,1519279594.497831
2515,1519279594.663858
2516,1519279594.831577
2517,1519279594.997953
2518,1519279595.163775
2519,1519279595.329856
2520,1519279595.497667
2521,1519279595.66377
2522,1519279595.829602
2523,1519279595.99585
2524,1519279596.163571
2525,1519279596.329757
2526,1519279596.495957
2527,1519279596.661838
2528,1519279596.82761
2529,1519279596.995774
2530,1519279597.161731
2531,1519279597.327716
2532,1519279597.493603
2533,1519279597.662052
2534,1519279597.827514
2535,1519279597.99365
2536,1519279598.159734
2537,1519279598.327739
2538,1519279598.493639
2539,1519279598.659672
2540,1519279598.825663
2541,1519279598.991806
2542,1519279599.159771
2543,1519279599.326257
2544,1519279599.491732
2545,1519279599.657855
2546,1519279599.825865
2547,1519279599.991713
2548,1519279600.157614
2549,1519279600.323818
2550,1519279600.4897
2551,1519279600.657757
2552,1519279600.82366
2553,1519279600.990107
2554,1519279601.156531
2555,1519279601.323817
2556,1519279601.490163
2557,1519279601.655916
2558,1519279601.821691
2559,1519279601.989825
2560,1519279602.155593
2561,1519279602.321733
2562,1519279602.487972
2563,1519279602.654497
2564,1519279602.821583
2565,1519279602.987858
2566,1519279603.154888
2567,1519279603.319914
2568,1519279603.487569
2569,1519279603.655091
2570,1519279603.819613
2571,1519279603.985807
2572,1519279604.15366
2573,1519279604.319687
2574,1519279604.485812
2575,1519279604.651754
2576,1519279604.817665
2577,1519279604.985791
2578,1519279605.152162
2579,1519279605.317757
2580,1519279605.483697
2581,1519279605.651823
2582,1519279605.817879
2583,1519279605.983613
2584,1519279606.149632
2585,1519279606.317973
2586,1519279606.48374
2587,1519279606.649707
2588,1519279606.815547
2589,1519279606.981787
2590,1519279607.1497
2591,1519279607.31578
2592,1519279607.481643
2593,1519279607.647647
2594,1519279607.815701
2595,1519279607.982184
2596,1519279608.147686
2597,1519279608.313869
2598,1519279608.482022
2599,1519279608.647835
2600,1519279608.813572
2601,1519279608.979856
2602,1519279609.145569
2603,1519279609.314362
2604,1519279609.479863
2605,1519279609.645811
2606,1519279609.811666
2607,1519279609.979818
2608,1519279610.145804
2609,1519279610.311656
2610,1519279610.477663
2611,1519279610.645701
2612,1519279610.811601
2613,1519279610.977734
2614,1519279611.143541
2615,1519279611.309683
2616,1519279611.4777
2617,1519279611.643816
2618,1519279611.809756
2619,1519279611.975768
2620,1519279612.143681
2621,1519279612.310192
2622,1519279612.475631
2623,1519279612.641929
2624,1519279612.81042
2625,1519279612.975647
2626,1519279613.141782
2627,1519279613.307796
2628,1519279613.473835
2629,1519279613.641906
2630,1519279613.808186
2631,1519279613.973751
